['INFO ]2023-11-20 07:31:16,070(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 15:15:21,316(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed:No Patient Info Found !!!
['INFO ]2023-11-20 15:15:21,919(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please Provide the correct patient Id to update the records
['INFO ]2023-11-20 15:15:22,135(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect patientId!Records cannot be viewed
['INFO ]2023-11-20 15:15:22,322(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect FileId!Records cannot be viewed
['INFO ]2023-11-20 15:15:22,514(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Morbidity Name doesnt match!Records cannot be viewed
['INFO ]2023-11-20 15:15:22,692(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Patient Id doesnt exists to perform delete actions!!
['INFO ]2023-11-20 15:56:48,522(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 15:56:49,895(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient Id  has been created  Successfully***************
['INFO ]2023-11-20 15:56:50,254(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-*************You have retrieved ALL patients details in the system***************
['INFO ]2023-11-20 15:56:51,014(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been successfully updated:4516
['INFO ]2023-11-20 15:56:51,385(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4516
['INFO ]2023-11-20 15:56:51,641(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bc812fa57dd184cbe9ba3
['INFO ]2023-11-20 15:56:52,226(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-********You have retrieved ALL Morbidity details in the system*************
['INFO ]2023-11-20 15:56:52,500(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-You have retrieved the morbidity details associated with this Morbidity name:TSH
['INFO ]2023-11-20 15:56:52,698(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 15:56:53,126(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient has logged in Successfully***************
['INFO ]2023-11-20 15:56:53,350(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4516
['INFO ]2023-11-20 15:56:53,576(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bc812fa57dd184cbe9ba3
['INFO ]2023-11-20 15:56:53,805(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 15:56:54,271(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 15:56:54,576(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been deleted successfully: 4516
['INFO ]2023-11-20 15:56:54,780(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 15:56:55,488(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 15:56:55,832(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 15:56:56,195(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 15:56:56,565(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 15:56:56,973(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 15:56:57,355(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please provide all mandatory details to create a new patient
['INFO ]2023-11-20 15:56:57,746(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed:No Patient Info Found !!!
['INFO ]2023-11-20 15:56:58,259(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please Provide the correct patient Id to update the records
['INFO ]2023-11-20 15:56:58,465(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect patientId!Records cannot be viewed
['INFO ]2023-11-20 15:56:58,690(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect FileId!Records cannot be viewed
['INFO ]2023-11-20 15:56:58,876(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Morbidity Name doesnt match!Records cannot be viewed
['INFO ]2023-11-20 15:56:59,064(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Patient Id doesnt exists to perform delete actions!!
['INFO ]2023-11-20 15:57:14,090(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 15:57:15,413(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient Id  has been created  Successfully***************
['INFO ]2023-11-20 15:57:15,697(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-*************You have retrieved ALL patients details in the system***************
['INFO ]2023-11-20 15:57:16,370(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been successfully updated:4518
['INFO ]2023-11-20 15:57:16,764(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4518
['INFO ]2023-11-20 15:57:17,004(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bc82cfa57dd184cbe9ba7
['INFO ]2023-11-20 15:57:17,820(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-********You have retrieved ALL Morbidity details in the system*************
['INFO ]2023-11-20 15:57:18,170(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-You have retrieved the morbidity details associated with this Morbidity name:TSH
['INFO ]2023-11-20 15:57:18,403(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 15:57:18,894(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient has logged in Successfully***************
['INFO ]2023-11-20 15:57:19,144(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4518
['INFO ]2023-11-20 15:57:19,370(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bc82cfa57dd184cbe9ba7
['INFO ]2023-11-20 15:57:19,566(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 15:57:19,995(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 15:57:20,230(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been deleted successfully: 4518
['INFO ]2023-11-20 15:57:20,411(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 15:57:21,128(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 15:57:21,469(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 15:57:21,796(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 15:57:22,208(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 15:57:22,626(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 15:57:23,046(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please provide all mandatory details to create a new patient
['INFO ]2023-11-20 15:57:23,449(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed:No Patient Info Found !!!
['INFO ]2023-11-20 15:57:23,929(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please Provide the correct patient Id to update the records
['INFO ]2023-11-20 15:57:24,148(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect patientId!Records cannot be viewed
['INFO ]2023-11-20 15:57:24,333(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect FileId!Records cannot be viewed
['INFO ]2023-11-20 15:57:24,538(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Morbidity Name doesnt match!Records cannot be viewed
['INFO ]2023-11-20 15:57:24,759(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Patient Id doesnt exists to perform delete actions!!
['INFO ]2023-11-20 16:00:45,786(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:00:47,308(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient Id  has been created  Successfully***************
['INFO ]2023-11-20 16:00:47,648(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-*************You have retrieved ALL patients details in the system***************
['INFO ]2023-11-20 16:00:48,308(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been successfully updated:4523
['INFO ]2023-11-20 16:00:48,626(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4523
['INFO ]2023-11-20 16:00:48,867(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bc900fa57dd184cbe9bb3
['INFO ]2023-11-20 16:00:49,554(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-********You have retrieved ALL Morbidity details in the system*************
['INFO ]2023-11-20 16:00:49,830(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-You have retrieved the morbidity details associated with this Morbidity name:TSH
['INFO ]2023-11-20 16:00:50,090(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:00:50,544(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient has logged in Successfully***************
['INFO ]2023-11-20 16:00:50,826(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4523
['INFO ]2023-11-20 16:00:51,047(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bc900fa57dd184cbe9bb3
['INFO ]2023-11-20 16:00:51,254(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:00:51,642(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:00:51,890(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been deleted successfully: 4523
['INFO ]2023-11-20 16:00:52,151(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:00:52,837(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:00:53,216(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:00:53,551(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:00:53,946(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:00:54,395(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:00:54,746(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please provide all mandatory details to create a new patient
['INFO ]2023-11-20 16:00:55,108(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed:No Patient Info Found !!!
['INFO ]2023-11-20 16:00:55,589(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please Provide the correct patient Id to update the records
['INFO ]2023-11-20 16:00:55,793(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect patientId!Records cannot be viewed
['INFO ]2023-11-20 16:00:55,999(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect FileId!Records cannot be viewed
['INFO ]2023-11-20 16:00:56,189(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Morbidity Name doesnt match!Records cannot be viewed
['INFO ]2023-11-20 16:00:56,441(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Patient Id doesnt exists to perform delete actions!!
['INFO ]2023-11-20 16:01:11,715(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:01:13,125(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient Id  has been created  Successfully***************
['INFO ]2023-11-20 16:01:13,415(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-*************You have retrieved ALL patients details in the system***************
['INFO ]2023-11-20 16:01:14,094(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been successfully updated:4525
['INFO ]2023-11-20 16:01:14,418(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4525
['INFO ]2023-11-20 16:01:14,650(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bc91afa57dd184cbe9bb7
['INFO ]2023-11-20 16:01:15,256(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-********You have retrieved ALL Morbidity details in the system*************
['INFO ]2023-11-20 16:01:15,546(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-You have retrieved the morbidity details associated with this Morbidity name:TSH
['INFO ]2023-11-20 16:01:15,786(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:01:16,227(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient has logged in Successfully***************
['INFO ]2023-11-20 16:01:16,481(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4525
['INFO ]2023-11-20 16:01:16,685(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bc91afa57dd184cbe9bb7
['INFO ]2023-11-20 16:01:16,863(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:01:17,268(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:01:17,514(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been deleted successfully: 4525
['INFO ]2023-11-20 16:01:17,698(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:01:18,311(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:01:18,609(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:01:18,935(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:01:19,318(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:01:19,720(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:01:20,104(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please provide all mandatory details to create a new patient
['INFO ]2023-11-20 16:01:20,479(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed:No Patient Info Found !!!
['INFO ]2023-11-20 16:01:20,975(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please Provide the correct patient Id to update the records
['INFO ]2023-11-20 16:01:21,178(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect patientId!Records cannot be viewed
['INFO ]2023-11-20 16:01:21,375(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect FileId!Records cannot be viewed
['INFO ]2023-11-20 16:01:21,555(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Morbidity Name doesnt match!Records cannot be viewed
['INFO ]2023-11-20 16:01:21,756(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Patient Id doesnt exists to perform delete actions!!
['INFO ]2023-11-20 16:05:59,523(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:06:00,943(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient Id  has been created  Successfully***************
['INFO ]2023-11-20 16:06:01,263(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-*************You have retrieved ALL patients details in the system***************
['INFO ]2023-11-20 16:06:01,914(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been successfully updated:4546
['INFO ]2023-11-20 16:06:02,215(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4546
['INFO ]2023-11-20 16:06:02,477(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bca39fa57dd184cbe9bd5
['INFO ]2023-11-20 16:06:03,055(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-********You have retrieved ALL Morbidity details in the system*************
['INFO ]2023-11-20 16:06:03,313(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-You have retrieved the morbidity details associated with this Morbidity name:TSH
['INFO ]2023-11-20 16:06:03,542(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:06:04,004(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient has logged in Successfully***************
['INFO ]2023-11-20 16:06:04,255(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4546
['INFO ]2023-11-20 16:06:04,433(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bca39fa57dd184cbe9bd5
['INFO ]2023-11-20 16:06:04,630(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:06:05,132(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:06:05,329(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been deleted successfully: 4546
['INFO ]2023-11-20 16:06:05,556(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:06:06,200(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:06:06,463(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:06:06,785(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:06:07,248(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:06:07,649(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:06:08,188(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please provide all mandatory details to create a new patient
['INFO ]2023-11-20 16:06:08,629(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed:No Patient Info Found !!!
['INFO ]2023-11-20 16:06:09,115(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Please Provide the correct patient Id to update the records
['INFO ]2023-11-20 16:06:09,361(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect patientId!Records cannot be viewed
['INFO ]2023-11-20 16:06:09,561(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Incorrect FileId!Records cannot be viewed
['INFO ]2023-11-20 16:06:09,756(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Morbidity Name doesnt match!Records cannot be viewed
['INFO ]2023-11-20 16:06:09,971(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Action failed: Patient Id doesnt exists to perform delete actions!!
['INFO ]2023-11-20 16:06:24,561(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:06:25,897(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient Id  has been created  Successfully***************
['INFO ]2023-11-20 16:06:26,200(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-*************You have retrieved ALL patients details in the system***************
['INFO ]2023-11-20 16:06:26,889(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been successfully updated:4548
['INFO ]2023-11-20 16:06:27,245(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4548
['INFO ]2023-11-20 16:06:27,513(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bca52fa57dd184cbe9bdb
['INFO ]2023-11-20 16:06:28,107(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-********You have retrieved ALL Morbidity details in the system*************
['INFO ]2023-11-20 16:06:28,368(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-You have retrieved the morbidity details associated with this Morbidity name:TSH
['INFO ]2023-11-20 16:06:28,586(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:06:29,072(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Patient has logged in Successfully***************
['INFO ]2023-11-20 16:06:29,283(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient Id:4548
['INFO ]2023-11-20 16:06:29,464(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-These are the records associated with this patient's FileId:655bca52fa57dd184cbe9bdb
['INFO ]2023-11-20 16:06:29,669(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:06:30,114(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
['INFO ]2023-11-20 16:06:30,393(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-The records associated with this patient Id has been deleted successfully: 4548
['INFO ]2023-11-20 16:06:30,619(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** User has logged out Successfully***************
['INFO ]2023-11-20 16:06:31,329(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:06:31,666(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:06:32,009(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:06:32,379(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-Login failue: Invalid Credetials!Please enter your valid email address and password*************
['INFO ]2023-11-20 16:06:32,757(YYYY-MM-ddHH:MM:ss.SSS][main]api.Utilities.Loggerload1)-***************** Dietician has logged in Successfully***************
